cust_id,csa,equip_id,start_date,end_date,term,equip_desc,total_perks,created_at,updated_at
3945,444F,11501,10/27/2016,10/27/2017,1,FURNACE,,05/22/2017,05/22/217
3957,539F,8703,02/01/2016,02/01/2017,1,FURNACE,,05/22/2017,05/22/217
3987,309,8739,12/30/2015,12/30/2016,1,BOILER,,05/22/2017,05/22/217
4012,260A,8835,01/26/2016,01/26/2017,1,A/C,,05/22/2017,05/22/217
4012,260O,8837,01/26/2016,01/26/2017,1,OIL FURNACE,,05/22/2017,05/22/217
4024,427A,15181,11/01/2016,11/01/2017,1,A/C,,05/22/2017,05/22/217
4024,427F,8884,11/01/2016,11/01/2017,1,FURNACE,,05/22/2017,05/22/217
4035,209A,9196,08/19/2015,08/19/2016,1,A/C,,05/22/2017,05/22/217
4035,209F,9195,08/19/2015,08/19/2016,1,FURNACE,,05/22/2017,05/22/217
4041,618A,8936,,,,,,05/22/2017,05/22/217
4041,618F,10079,,,,,,05/22/2017,05/22/217
4070,499A,9003,05/27/2016,05/27/2017,1,A/C,,05/22/2017,05/22/217
4070,499F,9451,05/27/2016,05/27/2017,1,FURNACE,,05/22/2017,05/22/217
4109,235A,14414,12/16/2015,12/16/2017,2,A/C,,05/22/2017,05/22/217
4109,235F,14413,12/16/2015,12/16/2017,2,FURNACE,,05/22/2017,05/22/217
4121,350A,13936,01/19/2016,01/19/2017,1,A/C,,05/22/2017,05/22/217
4121,350F,9175,01/19/2016,01/19/2017,1,FURNACE,,05/22/2017,05/22/217
4123,189A,13445,12/16/2015,12/16/2016,1,A/C,,05/22/2017,05/22/217
4123,189O,9180,12/16/2015,12/16/2016,1,OIL FURNACE,,05/22/2017,05/22/217
4123,541O,9180,11/16/2016,11/16/2017,1,OIL FURNACE,,05/22/2017,05/22/217
4130,229F,9193,11/19/2015,11/19/2016,1,FURNACE ONLY,,05/22/2017,05/22/217
4147,365A,9629,09/07/2016,09/07/2017,1,A/C,,05/22/2017,05/22/217
4147,365F,9262,09/07/2016,09/07/2017,1,FURNACE,,05/22/2017,05/22/217
4152,196A,11592,10/16/2015,10/16/2016,1,A/C,,05/22/2017,05/22/217
4152,196F,11590,10/16/2015,10/16/2016,1,FURNACE,,05/22/2017,05/22/217
4154,211A,11948,09/17/2015,09/17/2016,1,A/C,,05/22/2017,05/22/217
4154,211F,9277,09/17/2015,09/17/2016,1,FURNACE,,05/22/2017,05/22/217
4157,339A,12396,02/04/2016,02/04/2017,1,A/C,,05/22/2017,05/22/217
4157,339F,9288,02/04/2016,02/04/2017,1,FURNACE,,05/22/2017,05/22/217
4159,422A,9706,03/07/2016,03/07/2017,1,A/C,,05/22/2017,05/22/217
4159,422F,9290,03/07/2016,03/07/2017,1,FURNACE,,05/22/2017,05/22/217
4175,647F,9321,10/17/2016,10/17/2017,1,FURNACE,,05/22/2017,05/22/217
4203,398A,9470,08/17/2016,08/17/2017,1,A/C,,05/22/2017,05/22/217
4203,398F,9469,08/17/2016,08/17/2017,1,FURNACE,,05/22/2017,05/22/217
4207,497F,9378,11/18/2016,11/18/2017,1,FURNACE,,05/22/2017,05/22/217
4215,362O,9398,02/01/2016,02/01/2017,1,OIL FURNACE,,05/22/2017,05/22/217
4224,327A,13376,03/18/2016,03/18/2017,1,AIR CONDITIONER,,05/22/2017,05/22/217
4224,327O,9412,03/18/2016,03/18/2017,1,OIL FURNACE,,05/22/2017,05/22/217
4299,403,,,,,,,05/22/2017,05/22/217
4307,253A,11110,02/08/2016,02/08/2017,1,A/C,,05/22/2017,05/22/217
4307,253F,11112,02/08/2016,02/08/2017,1,FURNACE,,05/22/2017,05/22/217
4318,183A,13478,11/21/2015,11/21/2016,1,A/C,,05/22/2017,05/22/217
4318,183F,9636,11/21/2015,11/21/2016,1,FURNACE,,05/22/2017,05/22/217
4325,156A,9649,09/24/2014,09/24/2016,2,A/C,,05/22/2017,05/22/217
4325,156F,9648,09/24/2014,09/24/2016,2,FURNACE,,05/22/2017,05/22/217
4351,503A,9806,10/08/2015,10/08/2016,1,A/C,,05/22/2017,05/22/217
4351,503F,14924,10/08/2015,10/08/2016,1,FURNACE,,05/22/2017,05/22/217
4358,197A,9770,10/26/2015,10/26/2016,1,A/C,,05/22/2017,05/22/217
4358,197F,9769,10/26/2015,10/26/2016,1,FURNACE,,05/22/2017,05/22/217
4385,334A,9853,01/20/2016,01/20/2017,1,A/C,,05/22/2017,05/22/217
4385,334F,9852,01/20/2016,02/20/2017,1,FURNACE,,05/22/2017,05/22/217
4386,568A,13077,01/05/2017,01/05/2018,1,A/C,,05/22/2017,05/22/217
4386,568F,10247,01/05/2017,01/05/2018,1,FURNACE,,05/22/2017,05/22/217
4411,355A,10567,03/04/2016,03/04/2017,1,A/C,,05/22/2017,05/22/217
4411,355F,10566,03/04/2016,03/04/2017,1,FURNACE,,05/22/2017,05/22/217
4412,374A,11214,05/04/2016,05/04/2017,1,A/C,,05/22/2017,05/22/217
4412,374F,9972,05/04/2016,05/04/2017,1,FURNACE,,05/22/2017,05/22/217
4425,240A,11150,09/24/2015,09/24/2016,,A/C,,05/22/2017,05/22/217
4472,381,,06/27/2016,06/27/2017,1,HEAT PUMP,,05/22/2017,05/22/217
4480,190O,10195,01/18/2016,01/18/2017,1,OIL FURNACE,,05/22/2017,05/22/217
4481,549A,15844,,,,,,05/22/2017,05/22/217
4481,549F,10115,,,,,,05/22/2017,05/22/217
4492,462F,10143,11/04/2016,11/04/2017,1,FURNACE,,05/22/2017,05/22/217
4524,597F,10199,11/04/2016,11/04/2017,1,FURNACE,,05/22/2017,05/22/217
4561,179A,15834,10/02/2016,10/02/2017,1,A/C,,05/22/2017,05/22/217
4561,179F,10281,10/02/2016,10/02/2017,1,FURNACE,,05/22/2017,05/22/217
4626,303A,10902,11/09/2015,11/09/2016,1,A/C,,05/22/2017,05/22/217
4626,303F,10951,11/09/2015,11/09/2016,1,FURNACE,,05/22/2017,05/22/217
4644,312,,03/11/2016,03/22/2017,,2 FURNACES & 2 AC'S,,05/22/2017,05/22/217
4726,171A,10732,10/05/2015,10/05/2016,1,A/C,,05/22/2017,05/22/217
4726,171F,10733,10/05/2015,10/05/2016,1,OIL FURNACE,,05/22/2017,05/22/217
4730,472F,10743,02/02/2017,02/02/2018,1,FURNACE,,05/22/2017,05/22/217
4731,185O,10744,10/07/2015,10/07/2016,1,OIL FURNACE,,05/22/2017,05/22/217
4742,119F,12348,09/02/2015,09/02/2016,1,FURNACE,,05/22/2017,05/22/217
4744,239G,10790,10/05/2015,10/05/2016,1,GAS BOILER ONLY,,05/22/2017,05/22/217
4747,493O,11149,03/21/2016,03/21/2017,1,OIL FURNACE,,05/22/2017,05/22/217
4751,431A,14069,12/16/2016,12/16/2017,1,A/C,,05/22/2017,05/22/217
4751,431F,12484,12/16/2016,12/16/2017,1,FURNACE,,05/22/2017,05/22/217
4770,204G,10836,12/09/2015,12/09/2016,1,GAS BOILER,,05/22/2017,05/22/217
4774,227F,10841,12/11/2015,12/11/2016,1,FURNACE ONLY,,05/22/2017,05/22/217
4777,238A,10848,02/25/2016,02/25/2017,1,A/C,,05/22/2017,05/22/217
4777,238F,10847,02/25/2016,02/25/2017,1,FURNACE,,05/22/2017,05/22/217
4791,406,,,,,,,05/22/2017,05/22/217
4794,566O,10893,,,,,,05/22/2017,05/22/217
4794,567O,10983,,,,,,05/22/2017,05/22/217
4812,333O,10927,11/05/2015,11/05/2016,1,OIL FURNACE,,05/22/2017,05/22/217
4820,410O,10649,02/04/2016,02/04/2017,1,GAS BOILER,,05/22/2017,05/22/217
4906,335A,11120,01/20/2016,01/20/2017,1,A/C,,05/22/2017,05/22/217
4906,335F,11118,01/20/2016,01/20/2017,1,FURNACE,,05/22/2017,05/22/217
4908,292A,11127,08/29/2014,08/29/2015,1,A/C,,05/22/2017,05/22/217
4908,292F,11125,08/29/2014,08/29/2015,1,FURNACE,,05/22/2017,05/22/217
4933,589A,11251,10/04/2016,10/04/2017,1,A/C,,05/22/2017,05/22/217
4933,589F,12241,10/04/2016,10/04/2017,1,FURNACE,,05/22/2017,05/22/217
4985,627A,15893,09/01/2016,09/01/2017,1,A/C,,05/22/2017,05/22/217
4985,627F,11359,09/01/2016,09/01/2017,1,FURNACE,,05/22/2017,05/22/217
4998,386,,,,,,,05/22/2017,05/22/217
5009,429,,,,,,,05/22/2017,05/22/217
5042,191A,11510,02/01/2016,02/01/2018,2,A/C,,05/22/2017,05/22/217
5042,191F,11508,02/01/2016,02/01/2018,2,FURNACE,,05/22/2017,05/22/217
5075,178G,11580,02/28/2016,02/28/2017,1,GAS BOILER,,05/22/2017,05/22/217
5139,570H,13299,,,,,,05/22/2017,05/22/217
5198,418F,11830,09/02/2016,09/02/2017,1,FURNACE,,05/22/2017,05/22/217
5228,142A,13430,09/23/2015,09/23/2016,1,A/C,,05/22/2017,05/22/217
5228,142F,11917,09/23/2015,09/23/2016,1,FURNACE,,05/22/2017,05/22/217
5233,618A,11935,,,,,,05/22/2017,05/22/217
5233,618F,12631,,,,,,05/22/2017,05/22/217
5241,452,,,,,,,05/22/2017,05/22/217
5248,438G,11976,,,1,FURNACE,,05/22/2017,05/22/217
5248,438H,11978,,,1,HEAT PUMP,,05/22/2017,05/22/217
5249,530A,11987,09/07/2016,09/07/2017,1,A/C,,05/22/2017,05/22/217
5249,530F,11986,09/07/2016,09/07/2017,1,FURNACE,,05/22/2017,05/22/217
5274,326H,12053,03/18/2016,03/18/2017,1,HEAT PUMP,,05/22/2017,05/22/217
5274,326V,13734,03/18/2016,03/18/2017,1,AIR HANDLER,,05/22/2017,05/22/217
5283,400,,,,,,,05/22/2017,05/22/217
5299,254A,13572,02/23/2016,02/23/2017,1,A/C,,05/22/2017,05/22/217
5299,254O,13571,02/23/2016,02/23/2017,1,OIL FURNACE,,05/22/2017,05/22/217
5305,424A,12137,09/12/2016,09/12/2017,1,A/C,,05/22/2017,05/22/217
5305,424F,12136,09/12/2016,09/12/2017,1,FURNACE,,05/22/2017,05/22/217
5306,450A,12140,,,,,,05/22/2017,05/22/217
5306,450F,12139,,,,,,05/22/2017,05/22/217
5324,286A,12308,03/09/2016,03/09/2017,1,A/C,200,05/22/2017,05/22/217
5324,286F,12309,03/09/2016,03/09/2017,1,FURNACE,,05/22/2017,05/22/217
5328,499A,,,,,,,05/22/2017,05/22/217
5328,499F,,,,,,,05/22/2017,05/22/217
5364,230S,14601,02/29/2016,02/28/2017,1,STEAM BOILER,,05/22/2017,05/22/217
5409,473A,15018,12/07/2015,12/07/2016,1,A/C,,05/22/2017,05/22/217
5409,473F,12555,12/07/2015,12/07/2016,1,FURNACE,,05/22/2017,05/22/217
5490,545,,09/28/2015,09/28/2016,1,GAS BOILER,,05/22/2017,05/22/217
5491,218A,16210,11/04/2015,11/04/2016,1,A/C,,05/22/2017,05/22/217
5491,218F,16209,11/04/2015,11/04/2016,1,FURNACE,,05/22/2017,05/22/217
5524,633A,16067,08/31/2016,08/31/2017,1,A/C FURNACE,,05/22/2017,05/22/217
5524,633F,12811,08/31/2016,08/31/2017,1,FURNACE,,05/22/2017,05/22/217
5545,268A,13143,04/08/2015,04/08/2016,1,A/C,,05/22/2017,05/22/217
5545,268F,12929,04/08/2015,04/08/2016,1,FURNACE,,05/22/2017,05/22/217
5555,373,,,,3,,,05/22/2017,05/22/217
5557,375A,13115,,,,,,05/22/2017,05/22/217
5557,375F,12996,,,,,,05/22/2017,05/22/217
5636,103A,14202,11/16/2015,11/16/2016,1,A/C,,05/22/2017,05/22/217
5636,103F,13753,11/16/2015,11/16/2016,1,FURNACE,,05/22/2017,05/22/217
5650,546F,15324,12/15/2015,12/15/2016,1,FURNACE,,05/22/2017,05/22/217
5660,513A,13356,09/10/2014,09/10/2016,2,A/C,,05/22/2017,05/22/217
5660,513F,13355,09/10/2014,09/10/2016,2,FURNACE,,05/22/2017,05/22/217
5673,535A,13379,10/05/2016,10/05/2017,1,A/C,,05/22/2017,05/22/217
5673,535F,13378,10/05/2016,10/05/2017,1,FURNACE,,05/22/2017,05/22/217
5682,546F,13403,,,,,,05/22/2017,05/22/217
5688,123A,13417,09/11/2015,09/11/2016,1,A/C,,05/22/2017,05/22/217
5688,123F,13416,09/11/2015,09/11/2016,1,FURNACE,,05/22/2017,05/22/217
5690,138A,15234,01/13/2016,01/13/2017,1,A/C,,05/22/2017,05/22/217
5690,138F,13428,01/13/2016,01/13/2017,1,FURNACE,,05/22/2017,05/22/217
5696,166A,13458,02/22/2016,02/22/2017,1,A/C,,05/22/2017,05/22/217
5696,166O,13457,02/22/2016,02/22/2017,1,OIL FURNACE,,05/22/2017,05/22/217
5701,559A,13483,11/12/2015,11/12/2017,2,A/C,,05/22/2017,05/22/217
5701,559F,13482,11/12/2015,11/12/2017,2,FURNACE,,05/22/2017,05/22/217
5708,302A,13555,11/11/2014,11/11/2016,2,A/C,,05/22/2017,05/22/217
5708,302F,13497,11/11/2014,11/11/2016,2,FURNACE,,05/22/2017,05/22/217
5716,228A,13524,02/15/2016,02/15/2017,1,A/C,,05/22/2017,05/22/217
5716,228O,13519,02/15/2016,02/15/2017,1,OIL FURNACE,,05/22/2017,05/22/217
5718,222F,13522,11/20/2015,11/20/2016,1,FURNACE,,05/22/2017,05/22/217
5720,471F,13525,02/02/2017,02/02/2018,1,FURNACE,,05/22/2017,05/22/217
5723,233A,13532,07/24/2015,07/24/2016,1,A/C,,05/22/2017,05/22/217
5723,233O,13531,07/24/2015,07/24/2016,1,OIL FURNACE,,05/22/2017,05/22/217
5726,246,,03/17/2016,03/17/2018,2,GAS BOILER ONLY,,05/22/2017,05/22/217
5740,127G,13584,10/23/2014,10/23/2016,2,GAS BOILER,,05/22/2017,05/22/217
5742,274A,13594,05/29/2015,05/29/2016,1,A/C,,05/22/2017,05/22/217
5742,274F,13593,05/29/2015,05/29/2016,1,FURNACE,,05/22/2017,05/22/217
5764,531O,13670,03/08/2016,03/08/2017,1,OIL FURNACE,,05/22/2017,05/22/217
5786,587A,,01/25/2017,01/25/2018,1,A/C,,05/22/2017,05/22/217
5786,587F,13732,01/25/2017,01/25/2018,1,FURNACE,,05/22/2017,05/22/217
5787,328H,13737,03/16/2016,03/16/2017,1,HEAT PUMP,,05/22/2017,05/22/217
5787,328V,13738,03/16/2016,03/16/2017,1,AIR HANDLER,,05/22/2017,05/22/217
5793,638A,14605,,,,A/C,,05/22/2017,05/22/217
5793,638F,13748,,,,FURNACE,,05/22/2017,05/22/217
5842,353,13862,12/15/2015,12/15/2016,1,FURNACE,,05/22/2017,05/22/217
5852,356A,13887,06/23/2016,06/23/2017,2,A/C,,05/22/2017,05/22/217
5852,356F,13886,06/23/2016,06/23/2017,2,FURNACE,,05/22/2017,05/22/217
5874,363,,,,,,,05/22/2017,05/22/217
5877,364A,14823,03/08/2016,03/08/2017,1,A/C,,05/22/2017,05/22/217
5877,364F,13949,03/08/2016,03/08/2017,1,FURNACE,,05/22/2017,05/22/217
5889,366,,,,,,,05/22/2017,05/22/217
5907,372,,,,,,,05/22/2017,05/22/217
5924,548A,14133,,,,,,05/22/2017,05/22/217
5924,548F,,,,,,,05/22/2017,05/22/217
5926,390A,14137,,,,,,05/22/2017,05/22/217
5926,390F,14136,,,,,,05/22/2017,05/22/217
5932,396A,14146,09/21/2016,09/21/2017,1,A/C,,05/22/2017,05/22/217
5932,396F,14145,09/21/2016,09/21/2017,1,FURNACE,,05/22/2017,05/22/217
5936,395,,,,,,,05/22/2017,05/22/217
5939,548F,15331,,,,,,05/22/2017,05/22/217
5981,407A,14315,08/05/2015,08/05/2017,2,A/C,,05/22/2017,05/22/217
5981,407F,14314,08/05/2015,08/05/2017,2,FURNACE,,05/22/2017,05/22/217
5984,442A,14435,09/29/2016,09/29/2017,1,A/C,,05/22/2017,05/22/217
5984,442F,14386,09/29/2016,09/29/2017,1,FURNACE,,05/22/2017,05/22/217
5994,437A,,,,1,,,05/22/2017,05/22/217
5994,437F,14367,,,1,,,05/22/2017,05/22/217
6010,200A,14403,10/26/2015,10/26/2016,1,A/C,,05/22/2017,05/22/217
6010,200F,14402,10/26/2015,10/26/2016,1,FURNACE,,05/22/2017,05/22/217
6015,419A,11412,10/25/2016,10/25/2017,1,A/C,,05/22/2017,05/22/217
6015,419O,11411,10/25/2016,10/25/2017,1,OIL FURNACE,,05/22/2017,05/22/217
6035,439A,14488,,,1,,,05/22/2017,05/22/217
6035,439F,14487,,,1,,,05/22/2017,05/22/217
6037,439-1A,15185,01/26/2017,01/26/2018,1,A/C,,05/22/2017,05/22/217
6037,439-1F,14490,01/26/2017,01/26/2018,1,FURNACE,,05/22/2017,05/22/217
6053,533A,15332,11/08/2016,11/08/2017,1,A/C,,05/22/2017,05/22/217
6053,533F,14548,11/08/2016,11/08/2017,1,FURNACE,,05/22/2017,05/22/217
6055,150B,14552,12/08/2015,12/08/2016,1,BOILER,,05/22/2017,05/22/217
6077,469A,14588,06/30/2016,06/30/2017,1,A/C,,05/22/2017,05/22/217
6077,469F,14587,06/30/2016,06/30/2017,1,FURNACE,,05/22/2017,05/22/217
6081,474A,15231,07/29/2016,07/29/2017,1,A/C,,05/22/2017,05/22/217
6081,474F,14596,07/29/2016,07/29/2017,1,FURNACE,,05/22/2017,05/22/217
6100,445F,14635,,,,,,05/22/2017,05/22/217
6100,446F,14635,,,,,,05/22/2017,05/22/217
6100,447F,14635,,,,,,05/22/2017,05/22/217
6101,482F,14641,,,2,,,05/22/2017,05/22/217
6102,453A,15143,,,,,,05/22/2017,05/22/217
6102,453F,14642,,,,,,05/22/2017,05/22/217
6104,520A,15987,04/14/2016,04/14/2017,1,A/C,,05/22/2017,05/22/217
6104,520O,14645,04/14/2016,04/14/2017,1,OIL FURNACE,,05/22/2017,05/22/217
6106,521,,08/11/2015,08/10/2016,1,3 OIL FURNACES 1 OIL BOILER & 2 A/C,,05/22/2017,05/22/217
6106,521,,08/11/2015,08/10/2016,1,3 OIL FURNACES 1 OIL BOILER & 2 A/C,,05/22/2017,05/22/217
6106,521,,08/11/2015,08/10/2016,1,3 OIL FURNACES 1 OIL BOILER & 2 A/C,,05/22/2017,05/22/217
6112,478A,15180,11/03/2016,11/03/2017,1,A/C,,05/22/2017,05/22/217
6112,478F,14662,11/03/2016,11/03/2017,1,FURNACE,,05/22/2017,05/22/217
6117,616A,14747,05/03/2016,05/03/2017,1,A/C,,05/22/2017,05/22/217
6117,616F,14746,05/03/2016,05/03/2017,1,FURNACE,,05/22/2017,05/22/217
6120,455F,14675,11/04/2016,11/04/2017,1,FURNACE,,05/22/2017,05/22/217
6124,459F,14687,11/04/2016,11/04/2017,1,FURNACE,,05/22/2017,05/22/217
6125,460F,14688,11/04/2016,11/04/2017,1,FURNACE,,05/22/2017,05/22/217
6127,461F,14692,11/04/2016,11/04/2017,1,FURNACE,,05/22/2017,05/22/217
6207,502A,15257,08/31/2016,08/31/2017,1,A/C,,05/22/2017,05/22/217
6207,502F,14854,08/31/2016,08/31/2017,1,FURNACE,,05/22/2017,05/22/217
6207,633A,15257,,,1,,,05/22/2017,05/22/217
6207,633F,14854,,,1,,,05/22/2017,05/22/217
6222,645O,14890,,,,,,05/22/2017,05/22/217
6272,514A,15029,06/08/2016,06/08/2018,2,A/C,,05/22/2017,05/22/217
6272,514F,15028,06/08/2016,06/08/2018,2,FURNACE,,05/22/2017,05/22/217
6300,526,,09/01/2016,09/01/2017,,,,05/22/2017,05/22/217
6320,595A,15202,12/07/2016,12/07/2017,1,AC,,05/22/2017,05/22/217
6320,595F,15558,12/07/2016,12/07/2017,1,FURNACE,,05/22/2017,05/22/217
6323,622A,15814,07/14/2016,07/14/2017,1,A/C,,05/22/2017,05/22/217
6347,532A,15285,08/08/2016,08/08/2017,1,A/C,,05/22/2017,05/22/217
6347,532F,15284,08/08/2016,08/08/2017,1,FURNACE,,05/22/2017,05/22/217
6363,542F,15326,,,,FURNACE,,05/22/2017,05/22/217
6363,543F,15326,,,,FURNACE,,05/22/2017,05/22/217
6363,544F,15326,,,,FURNACE,,05/22/2017,05/22/217
6364,542F,15327,,,,FURNACE,,05/22/2017,05/22/217
6364,543F,15326,,,,FURNACE,,05/22/2017,05/22/217
6364,544F,15327,,,,FURNACE,,05/22/2017,05/22/217
6365,542F,15330,,,,FURNACE,,05/22/2017,05/22/217
6365,543F,15330,,,,FURNACE,,05/22/2017,05/22/217
6365,544F,15330,,,,FURNACE,,05/22/2017,05/22/217
6391,598A,15935,11/28/2016,11/28/2017,1,A/C,,05/22/2017,05/22/217
6391,598F,15392,11/28/2016,11/28/2017,1,FURNACE,,05/22/2017,05/22/217
6408,557A,15888,,,1,,,05/22/2017,05/22/217
6408,557F,15426,,,1,,,05/22/2017,05/22/217
6452,573F,15531,,,,,,05/22/2017,05/22/217
6471,600,,01/02/2015,01/02/2017,2,,,05/22/2017,05/22/217
6512,611,,,,1,,,05/22/2017,05/22/217
6565,614H,15787,,,,,,05/22/2017,05/22/217
6591,629A,15874,,,,,,05/22/2017,05/22/217
6591,629F,,,,,,,05/22/2017,05/22/217
6594,626A,15885,05/04/2015,05/04/2017,2,A/C,,05/22/2017,05/22/217
6594,626F,15884,05/04/2015,05/04/2017,2,FURNACE,,05/22/2017,05/22/217
6598,623A,15898,03/31/2016,03/31/2017,1,A/C,,05/22/2017,05/22/217
6598,623F,15897,03/31/2016,03/31/2017,1,FURNACE,,05/22/2017,05/22/217
6599,624A,15906,08/03/2016,08/03/2017,1,A/C,,05/22/2017,05/22/217
6599,624O,15904,08/03/2016,08/03/2017,1,OIL FURNACE,,05/22/2017,05/22/217
6612,636A,15959,,,1,A/C,,05/22/2017,05/22/217
6612,636F,15958,,,1,FURNACE,,05/22/2017,05/22/217
6636,635A,16046,,,1,A/C,,05/22/2017,05/22/217
6636,635F,16045,,,1,Furnce,,05/22/2017,05/22/217
6637,637A,16049,06/02/2016,06/02/2017,1,A/C,,05/22/2017,05/22/217
6637,637F,16048,06/02/2016,06/02/2017,1,FURNACE,,05/22/2017,05/22/217
6651,640A,16097,08/08/2016,08/08/2017,1,A/C,,05/22/2017,05/22/217
6651,640F,16094,08/08/2016,08/08/2017,1,FURNACE,,05/22/2017,05/22/217
6652,639A,16099,09/02/2016,09/02/2017,1,A/C,,05/22/2017,05/22/217
6652,639F,16098,09/02/2016,09/02/2017,1,FURNACE,,05/22/2017,05/22/217
6656,641H,16115,,,,,,05/22/2017,05/22/217
6677,136F,16218,10/01/2015,10/01/2016,1,FURNACE,,05/22/2017,05/22/217
